,holidays,date,sku_id,sales_price,year,month,day,day_of_year,day_of_week,is_weekend,category_1,category_2,category_3,growing_sum_sales_price,sales_quantity
141,0,2020-11-01,579498,453.7,2020,11,1,306,6,True,1,0,0,453.7,1.2786592944686932
142,0,2020-11-01,579512,479.7,2020,11,1,306,6,True,1,0,0,479.7,1.2770010882180032
143,0,2020-11-01,587358,42.237,2020,11,1,306,6,True,0,0,1,42.237,6.46483849953508
144,0,2020-11-01,67709,642.2,2020,11,1,306,6,True,1,0,0,642.2,1.2575924965233916
145,0,2020-11-01,588523,778.7,2020,11,1,306,6,True,1,0,0,778.7,1.2648497219773238
146,0,2020-11-01,589893,63.7,2020,11,1,306,6,True,0,1,0,63.7,2.5694062424846713
147,0,2020-11-01,553447,518.7,2020,11,1,306,6,True,1,0,0,518.7,1.2753185125578375
148,0,2020-11-01,630982,232.752,2020,11,1,306,6,True,1,0,0,232.752,1.4789627630496656
149,0,2020-11-01,788918,63.7,2020,11,1,306,6,True,0,1,0,63.7,2.9639528503924515
150,0,2020-11-01,18098,81.9,2020,11,1,306,6,True,0,1,0,81.9,2.5425925364087645
151,0,2020-11-01,687798,61.75,2020,11,1,306,6,True,0,1,0,61.75,2.98891634958019
152,0,2020-11-01,783816,56.55,2020,11,1,306,6,True,0,1,0,56.55,2.9872861837257854
153,0,2020-11-01,687871,1428.7,2020,11,1,306,6,True,1,0,0,1428.7,1.3455287274888375
154,0,2020-11-01,17771,343.2,2020,11,1,306,6,True,1,0,0,343.2,1.515371602646054
155,0,2020-11-01,687911,66.3,2020,11,1,306,6,True,0,1,0,66.3,2.965583016246857
156,0,2020-11-01,687243,206.7,2020,11,1,306,6,True,1,0,0,206.7,1.8258896060456629
157,0,2020-11-01,824706,78.0,2020,11,1,306,6,True,0,1,0,78.0,2.9639528503924515
158,0,2020-11-01,692794,388.7,2020,11,1,306,6,True,1,0,0,388.7,1.342781090051477
159,0,2020-11-01,692795,388.7,2020,11,1,306,6,True,1,0,0,388.7,1.342781090051477
160,0,2020-11-01,16741,973.7,2020,11,1,306,6,True,1,0,0,973.7,1.3464042464885515
161,0,2020-11-01,815289,71.5,2020,11,1,306,6,True,0,1,0,71.5,2.9639528503924515
162,0,2020-11-01,783815,69.472,2020,11,1,306,6,True,0,1,0,69.472,2.9639528503924515
163,0,2020-11-01,692838,583.7,2020,11,1,306,6,True,1,0,0,583.7,1.3013873089540078
164,0,2020-11-01,692793,284.7,2020,11,1,306,6,True,1,0,0,284.7,1.5544377796832796
165,0,2020-11-01,687242,206.7,2020,11,1,306,6,True,1,0,0,206.7,1.8211882693706423
166,0,2020-11-01,683679,167.70000000000002,2020,11,1,306,6,True,1,0,0,167.70000000000002,2.0953200423760197
167,0,2020-11-01,840711,61.022,2020,11,1,306,6,True,1,0,0,61.022,2.6901390542300856
168,0,2020-11-01,676461,544.7,2020,11,1,306,6,True,1,0,0,544.7,1.2821428494171494
169,0,2020-11-01,825637,453.7,2020,11,1,306,6,True,1,0,0,453.7,1.3156587150432204
170,0,2020-11-01,676600,453.7,2020,11,1,306,6,True,1,0,0,453.7,1.290181283704503
171,0,2020-11-01,21449,908.7,2020,11,1,306,6,True,1,0,0,908.7,1.3790399302115441
172,0,2020-11-01,785549,232.7,2020,11,1,306,6,True,1,0,0,232.7,1.6006915130044177
173,0,2020-11-01,678364,310.7,2020,11,1,306,6,True,1,0,0,310.7,1.5193627956909634
174,0,2020-11-01,680319,75.4,2020,11,1,306,6,True,0,1,0,75.4,2.9950551908398113
175,0,2020-11-01,680320,75.4,2020,11,1,306,6,True,0,1,0,75.4,2.9950551908398113
176,0,2020-11-01,680321,76.7,2020,11,1,306,6,True,0,1,0,76.7,2.9950551908398113
177,0,2020-11-01,21442,752.7,2020,11,1,306,6,True,1,0,0,752.7,1.2850799383121723
178,0,2020-11-01,680322,76.05,2020,11,1,306,6,True,0,1,0,76.05,2.9950551908398113
179,0,2020-11-01,783866,68.9,2020,11,1,306,6,True,0,1,0,68.9,2.9639528503924515
180,0,2020-11-01,680520,427.7,2020,11,1,306,6,True,1,0,0,427.7,1.293859956122975
181,0,2020-11-01,681199,83.2,2020,11,1,306,6,True,0,1,0,83.2,2.9876176490896444
182,0,2020-11-01,19076,798.2,2020,11,1,306,6,True,1,0,0,798.2,1.3068301687755208
183,0,2020-11-01,693490,161.20000000000002,2020,11,1,306,6,True,1,0,0,161.20000000000002,2.051161924750415
184,0,2020-11-01,814913,375.7,2020,11,1,306,6,True,1,0,0,375.7,1.4007190415786177
185,0,2020-11-01,15272,26.377,2020,11,1,306,6,True,0,0,1,26.377,6.790643199119287
186,0,2020-11-01,695421,1064.7,2020,11,1,306,6,True,1,0,0,1064.7,1.3668457737941544
187,0,2020-11-01,702119,68.9,2020,11,1,306,6,True,0,1,0,68.9,2.945881857413318
188,0,2020-11-01,702121,61.022,2020,11,1,306,6,True,0,1,0,61.022,2.969215190746651
189,0,2020-11-01,783476,882.7,2020,11,1,306,6,True,1,0,0,882.7,1.3506577065894243
190,0,2020-11-01,702122,61.022,2020,11,1,306,6,True,0,1,0,61.022,2.969215190746651
191,0,2020-11-01,14010,583.7,2020,11,1,306,6,True,1,0,0,583.7,1.287283476259556
192,0,2020-11-01,815702,440.7,2020,11,1,306,6,True,1,0,0,440.7,1.3176849658092709
193,0,2020-11-01,14016,505.7000000000001,2020,11,1,306,6,True,1,0,0,505.7000000000001,1.3030926075118487
194,0,2020-11-01,702662,70.2,2020,11,1,306,6,True,0,1,0,70.2,2.945881857413318
195,0,2020-11-01,704071,84.422,2020,11,1,306,6,True,0,1,0,84.422,2.8962549965925275
196,0,2020-11-01,13254,1019.2,2020,11,1,306,6,True,1,0,0,1019.2,1.348736719212876
197,0,2020-11-01,704184,778.7,2020,11,1,306,6,True,1,0,0,778.7,1.3002830162737444
198,0,2020-11-01,704958,908.7,2020,11,1,306,6,True,1,0,0,908.7,1.3951870195219402
199,0,2020-11-01,704966,648.7,2020,11,1,306,6,True,1,0,0,648.7,1.296484865596493
200,0,2020-11-01,11817,362.7,2020,11,1,306,6,True,1,0,0,362.7,1.403028219470245
201,0,2020-11-01,704070,84.422,2020,11,1,306,6,True,0,1,0,84.422,2.8962549965925275
202,0,2020-11-01,702118,58.5,2020,11,1,306,6,True,0,1,0,58.5,2.969215190746651
203,0,2020-11-01,702116,58.5,2020,11,1,306,6,True,0,1,0,58.5,2.969215190746651
204,0,2020-11-01,702074,129.987,2020,11,1,306,6,True,1,0,0,129.987,2.0548930901803355
205,0,2020-11-01,695424,1493.7,2020,11,1,306,6,True,1,0,0,1493.7,1.364470757210961
206,0,2020-11-01,700006,544.7,2020,11,1,306,6,True,1,0,0,544.7,1.3076202807558668
207,0,2020-11-01,14598,1064.7,2020,11,1,306,6,True,1,0,0,1064.7,1.3524624540669716
208,0,2020-11-01,783814,62.322,2020,11,1,306,6,True,0,1,0,62.322,2.9872861837257854
209,0,2020-11-01,700392,48.75,2020,11,1,306,6,True,0,1,0,48.75,3.6156588910895415
210,0,2020-11-01,700395,52.65,2020,11,1,306,6,True,0,1,0,52.65,3.1389137061640895
211,0,2020-11-01,701214,48.607,2020,11,1,306,6,True,0,0,1,48.607,4.918722278445953
212,0,2020-11-01,14037,460.2,2020,11,1,306,6,True,1,0,0,460.2,1.2978009217592232
213,0,2020-11-01,701851,232.7,2020,11,1,306,6,True,1,0,0,232.7,1.5817721593695468
214,0,2020-11-01,701852,440.7,2020,11,1,306,6,True,1,0,0,440.7,1.3176849658092709
215,0,2020-11-01,824705,78.0,2020,11,1,306,6,True,0,1,0,78.0,2.9639528503924515
216,0,2020-11-01,702000,129.987,2020,11,1,306,6,True,1,0,0,129.987,2.0548930901803355
217,0,2020-11-01,14035,466.7,2020,11,1,306,6,True,1,0,0,466.7,1.301633556589417
218,0,2020-11-01,783813,77.35000000000001,2020,11,1,306,6,True,0,1,0,77.35000000000001,2.9639528503924515
219,0,2020-11-01,821486,518.7,2020,11,1,306,6,True,1,0,0,518.7,1.3096109605525128
220,0,2020-11-01,695420,928.2,2020,11,1,306,6,True,1,0,0,928.2,1.395914642354959
221,0,2020-11-01,24118,74.672,2020,11,1,306,6,True,0,1,0,74.672,2.5425925364087645
222,0,2020-11-01,674477,1038.7,2020,11,1,306,6,True,1,0,0,1038.7,1.335360056391595
223,0,2020-11-01,674270,362.7,2020,11,1,306,6,True,1,0,0,362.7,1.419172021534983
224,0,2020-11-01,645570,174.20000000000002,2020,11,1,306,6,True,1,0,0,174.20000000000002,1.4920391215611424
225,0,2020-11-01,786797,68.9,2020,11,1,306,6,True,0,1,0,68.9,2.9639528503924515
226,0,2020-11-01,645575,94.887,2020,11,1,306,6,True,1,0,0,94.887,1.7927659622057572
227,0,2020-11-01,646280,564.2,2020,11,1,306,6,True,1,0,0,564.2,1.2775818549026723
228,0,2020-11-01,31776,1818.7,2020,11,1,306,6,True,1,0,0,1818.7,1.3805307594409337
229,0,2020-11-01,646291,538.2,2020,11,1,306,6,True,1,0,0,538.2,1.275291498065798
230,0,2020-11-01,840710,61.022,2020,11,1,306,6,True,1,0,0,61.022,2.6901390542300856
231,0,2020-11-01,654447,71.48700000000001,2020,11,1,306,6,True,1,0,0,71.48700000000001,2.4754800449221843
232,0,2020-11-01,31539,343.2,2020,11,1,306,6,True,1,0,0,343.2,1.5035537362217528
233,0,2020-11-01,655449,297.7,2020,11,1,306,6,True,1,0,0,297.7,1.5085131185154064
234,0,2020-11-01,786188,648.7,2020,11,1,306,6,True,1,0,0,648.7,1.296484865596493
235,0,2020-11-01,655795,908.7,2020,11,1,306,6,True,1,0,0,908.7,1.3628582368318716
236,0,2020-11-01,825832,68.9,2020,11,1,306,6,True,0,1,0,68.9,2.9639528503924515
237,0,2020-11-01,655882,1298.7,2020,11,1,306,6,True,1,0,0,1298.7,1.3314964200279586
238,0,2020-11-01,654449,206.7,2020,11,1,306,6,True,1,0,0,206.7,1.4718700083943403
239,0,2020-11-01,31811,453.7,2020,11,1,306,6,True,1,0,0,453.7,1.3033758146851033
240,0,2020-11-01,644717,284.7,2020,11,1,306,6,True,1,0,0,284.7,1.4993074776787119
241,0,2020-11-01,644397,1428.7,2020,11,1,306,6,True,1,0,0,1428.7,1.3323251569281243
242,0,2020-11-01,630983,123.487,2020,11,1,306,6,True,1,0,0,123.487,1.6102250243241527
243,0,2020-11-01,637676,323.7,2020,11,1,306,6,True,1,0,0,323.7,1.5043844693067698
244,0,2020-11-01,639090,590.2,2020,11,1,306,6,True,1,0,0,590.2,1.2690585262639391
245,0,2020-11-01,33059,895.7,2020,11,1,306,6,True,1,0,0,895.7,1.3263879879654947
246,0,2020-11-01,639330,401.7,2020,11,1,306,6,True,1,0,0,401.7,1.299842711218192
247,0,2020-11-01,639331,798.2,2020,11,1,306,6,True,1,0,0,798.2,1.2889211547112271
248,0,2020-11-01,825833,68.9,2020,11,1,306,6,True,0,1,0,68.9,2.9639528503924515
249,0,2020-11-01,642937,629.2,2020,11,1,306,6,True,1,0,0,629.2,1.2641560829064238
250,0,2020-11-01,32970,557.7,2020,11,1,306,6,True,1,0,0,557.7,1.271854940196701
251,0,2020-11-01,788687,583.7,2020,11,1,306,6,True,1,0,0,583.7,1.3013873089540078
252,0,2020-11-01,642939,713.7,2020,11,1,306,6,True,1,0,0,713.7,1.2656557727327264
253,0,2020-11-01,643084,375.7,2020,11,1,306,6,True,1,0,0,375.7,1.360598646279897
254,0,2020-11-01,32542,72.8,2020,11,1,306,6,True,0,1,0,72.8,2.6133242627867346
255,0,2020-11-01,643088,531.7,2020,11,1,306,6,True,1,0,0,531.7,1.275291498065798
256,0,2020-11-01,812741,58.5,2020,11,1,306,6,True,0,1,0,58.5,2.9872861837257854
257,0,2020-11-01,31058,2013.7,2020,11,1,306,6,True,1,0,0,2013.7,1.3953495646974903
258,0,2020-11-01,656942,518.7,2020,11,1,306,6,True,1,0,0,518.7,1.277282177862444
259,0,2020-11-01,656943,388.7,2020,11,1,306,6,True,1,0,0,388.7,1.3104523073614078
260,0,2020-11-01,656945,505.7000000000001,2020,11,1,306,6,True,1,0,0,505.7000000000001,1.2792522014139545
261,0,2020-11-01,668888,1298.7,2020,11,1,306,6,True,1,0,0,1298.7,1.3314964200279586
262,0,2020-11-01,786183,570.7,2020,11,1,306,6,True,1,0,0,570.7,1.3082748479817612
263,0,2020-11-01,24128,213.2,2020,11,1,306,6,True,1,0,0,213.2,1.6735466329760742
264,0,2020-11-01,668892,544.7,2020,11,1,306,6,True,1,0,0,544.7,1.275291498065798
265,0,2020-11-01,671482,414.7,2020,11,1,306,6,True,1,0,0,414.7,1.2995857933478563
266,0,2020-11-01,671483,544.7,2020,11,1,306,6,True,1,0,0,544.7,1.275291498065798
267,0,2020-11-01,671484,453.7,2020,11,1,306,6,True,1,0,0,453.7,1.283329932353152
268,0,2020-11-01,24121,71.422,2020,11,1,306,6,True,0,1,0,71.422,2.5425925364087645
269,0,2020-11-01,671896,141.70000000000002,2020,11,1,306,6,True,1,0,0,141.70000000000002,1.5946670874707403
270,0,2020-11-01,671897,453.7,2020,11,1,306,6,True,1,0,0,453.7,1.283329932353152
271,0,2020-11-01,785613,258.7,2020,11,1,306,6,True,1,0,0,258.7,1.5707369866940224
272,0,2020-11-01,672801,67.522,2020,11,1,306,6,True,0,1,0,67.522,2.772204794082114
273,0,2020-11-01,24119,73.45,2020,11,1,306,6,True,0,1,0,73.45,2.5425925364087645
